Patient Id,Patient Gender,Patient Age,Department Referral,Patient Waittime,Arrival_Time,Day_of_Week,Emergency_Case_Type,Triage_Level,Queue_Length,Doctors_Available,Nurses_Available,Gender_Code,Day_Code,Emergency_Type_Code,Department_Code
699-42-8804,M,49,Orthopedics,14,19:31,Thursday,Fracture,3,5,5,5,0,4,4,4
376-81-5705,M,21,General Surgery,19,20:04,Tuesday,Abdominal Pain,3,11,5,6,0,2,9,6
507-81-5352,M,7,Trauma,6,06:34,Wednesday,Accident,2,22,7,7,0,3,3,6
516-57-1396,M,48,General Medicine,58,07:06,Monday,Fever,4,19,8,9,0,1,10,5
467-76-2120,M,21,Trauma,5,14:22,Saturday,Accident,2,21,3,15,0,6,3,6
464-58-0449,M,3,Cardiology,9,01:21,Thursday,Heart Attack,1,24,8,14,0,4,1,1
177-54-8118,M,73,Burn Unit,20,01:37,Thursday,Burn Injury,3,16,4,15,0,4,5,6
733-04-5324,M,25,Cardiology,5,20:40,Monday,Heart Attack,1,24,4,10,0,1,1,1
738-98-5900,M,31,General,48,23:22,Saturday,Allergic Reaction,3,24,4,6,0,6,8,6
379-30-7250,M,48,Orthopedics,15,03:08,Wednesday,Fracture,3,11,10,5,0,3,4,4
727-12-3250,M,14,Neurology,5,06:24,Sunday,Stroke,1,15,7,10,0,7,2,2
201-47-2627,M,31,Neurology,11,05:15,Saturday,Stroke,1,14,6,6,0,6,2,2
181-27-3015,M,75,Neurology,4,13:25,Friday,Stroke,1,9,9,10,0,5,2,2
525-09-7165,M,65,General Medicine,18,14:48,Sunday,Fever,4,6,10,11,0,7,10,5
843-80-4343,M,28,Trauma,2,03:49,Tuesday,Accident,2,21,3,13,0,2,3,6
250-74-5502,M,22,Cardiology,5,08:21,Saturday,Heart Attack,1,16,10,6,0,6,1,1
327-41-8014,M,21,Neurology,12,20:53,Wednesday,Stroke,1,17,5,14,0,3,2,2
858-03-5171,M,36,Trauma,12,23:20,Monday,Accident,2,8,4,15,0,1,3,6
677-89-7468,M,67,General Medicine,26,07:56,Monday,Fever,4,7,10,5,0,1,10,5
829-79-9655,M,4,General Surgery,16,11:48,Monday,Abdominal Pain,3,15,5,13,0,1,9,6
621-31-9795,M,75,Orthopedics,19,03:14,Sunday,Fracture,3,7,3,5,0,7,4,4
758-02-1523,M,9,Cardiology,2,03:40,Thursday,Chest Pain,2,15,5,9,0,4,7,1
223-46-4550,M,39,Burn Unit,15,14:07,Tuesday,Burn Injury,3,17,8,14,0,2,5,6
847-72-5654,M,37,General Medicine,55,18:08,Saturday,Fever,4,14,7,6,0,6,10,5
154-48-7665,M,65,General Medicine,41,05:34,Friday,Fever,4,18,7,13,0,5,10,5
337-38-8786,M,72,Trauma,14,10:09,Thursday,Accident,2,5,10,6,0,4,3,6
503-09-9421,M,79,General Medicine,18,15:33,Thursday,Fever,4,5,10,11,0,4,10,5
616-52-5618,M,72,Trauma,10,04:22,Saturday,Accident,2,7,8,12,0,6,3,6
522-22-0709,M,41,General,14,12:42,Tuesday,Allergic Reaction,3,8,8,8,0,2,8,6
870-05-2895,M,16,General Surgery,11,14:34,Monday,Abdominal Pain,3,8,10,8,0,1,9,6
652-95-2118,M,15,Neurology,2,23:01,Saturday,Stroke,1,16,10,12,0,6,2,2
449-82-3256,M,39,General Surgery,29,09:13,Wednesday,Abdominal Pain,3,25,3,14,0,3,9,6
751-60-7992,M,48,Cardiology,15,11:04,Monday,Chest Pain,2,9,10,9,0,1,7,1
452-78-5855,M,74,Neurology,12,04:31,Saturday,Stroke,1,12,5,12,0,6,2,2
119-47-0197,M,49,Cardiology,5,21:10,Monday,Chest Pain,2,23,3,12,0,1,7,1
833-79-7494,M,72,Neurology,5,23:48,Thursday,Stroke,1,16,5,9,0,4,2,2
394-95-1221,M,67,Pulmonology,5,20:54,Tuesday,Breathing Problem,2,23,6,11,0,2,6,6
290-91-2994,M,13,Neurology,11,11:38,Friday,Stroke,1,14,5,7,0,5,2,2
732-13-8882,M,28,Orthopedics,16,09:10,Thursday,Fracture,3,17,9,14,0,4,4,4
718-76-3741,M,24,General Surgery,10,07:44,Friday,Abdominal Pain,3,11,9,15,0,5,9,6
284-54-0844,M,6,Cardiology,12,02:05,Thursday,Heart Attack,1,16,10,9,0,4,1,1
663-53-8750,M,4,Pulmonology,12,13:41,Sunday,Breathing Problem,2,24,10,5,0,7,6,6
709-15-6535,M,68,Orthopedics,37,03:50,Thursday,Fracture,3,20,4,6,0,4,4,4
795-97-9054,M,26,Orthopedics,12,07:55,Tuesday,Fracture,3,10,8,10,0,2,4,4
219-43-4614,M,77,Neurology,13,13:09,Monday,Stroke,1,13,6,15,0,1,2,2
522-18-4466,M,31,Cardiology,5,10:39,Thursday,Chest Pain,2,13,9,10,0,4,7,1
283-38-8264,M,28,Orthopedics,23,16:33,Tuesday,Fracture,3,21,9,9,0,2,4,4
750-19-2024,M,63,General,27,15:34,Tuesday,Allergic Reaction,3,23,9,9,0,2,8,6
111-62-1484,M,20,Orthopedics,22,22:34,Monday,Fracture,3,22,9,14,0,1,4,4
202-36-3749,M,59,Pulmonology,13,14:37,Thursday,Breathing Problem,2,25,10,11,0,4,6,6
468-75-4841,M,69,General Surgery,23,14:18,Friday,Abdominal Pain,3,18,3,13,0,5,9,6
500-16-9899,M,36,Neurology,11,10:46,Monday,Stroke,1,21,3,12,0,1,2,2
773-70-5654,M,25,Orthopedics,34,09:21,Wednesday,Fracture,3,18,5,5,0,3,4,4
494-38-7066,M,49,Cardiology,14,22:08,Sunday,Chest Pain,2,12,8,6,0,7,7,1
406-50-0138,M,37,Neurology,15,11:47,Tuesday,Stroke,1,14,3,5,0,2,2,2
870-17-7578,M,54,Trauma,9,13:18,Sunday,Accident,2,13,5,6,0,7,3,6
479-60-4864,M,54,Orthopedics,11,01:25,Friday,Fracture,3,5,3,11,0,5,4,4
346-20-4727,M,18,Orthopedics,16,02:23,Monday,Fracture,3,12,3,13,0,1,4,4
295-95-8304,M,57,Pulmonology,15,00:54,Saturday,Breathing Problem,2,18,7,15,0,6,6,6
804-99-9395,M,67,Orthopedics,20,12:59,Sunday,Fracture,3,19,7,13,0,7,4,4
272-07-0356,M,39,Burn Unit,16,18:57,Friday,Burn Injury,3,16,5,14,0,5,5,6
702-87-1289,M,73,Orthopedics,18,23:12,Tuesday,Fracture,3,9,5,5,0,2,4,4
393-79-0957,M,67,Cardiology,6,20:53,Saturday,Chest Pain,2,9,7,15,0,6,7,1
780-73-2206,M,67,Pulmonology,10,14:43,Thursday,Breathing Problem,2,20,7,11,0,4,6,6
182-78-5630,M,31,Neurology,14,00:30,Sunday,Stroke,1,17,9,13,0,7,2,2
405-99-5576,M,20,General,17,08:31,Thursday,Allergic Reaction,3,22,9,14,0,4,8,6
237-45-7615,M,58,Cardiology,2,09:02,Saturday,Heart Attack,1,23,10,15,0,6,1,1
145-56-8675,M,27,General Medicine,25,01:55,Friday,Fever,4,7,6,8,0,5,10,5
437-17-7171,M,45,General Surgery,28,09:59,Friday,Abdominal Pain,3,25,9,7,0,5,9,6
291-84-1236,M,49,Burn Unit,17,13:12,Sunday,Burn Injury,3,14,5,13,0,7,5,6
741-09-8624,M,10,Pulmonology,15,06:56,Monday,Breathing Problem,2,12,7,11,0,1,6,6
736-37-6932,M,66,Neurology,15,16:28,Thursday,Stroke,1,17,6,5,0,4,2,2
639-44-3444,M,78,General,21,07:53,Friday,Allergic Reaction,3,15,3,13,0,5,8,6
716-92-3445,M,66,Orthopedics,11,03:17,Friday,Fracture,3,7,10,10,0,5,4,4
417-42-2318,M,32,Trauma,2,00:24,Saturday,Accident,2,18,7,14,0,6,3,6
491-43-8765,M,38,Orthopedics,29,11:29,Sunday,Fracture,3,21,5,10,0,7,4,4
813-12-6381,M,35,Pulmonology,12,01:34,Sunday,Breathing Problem,2,20,5,15,0,7,6,6
424-45-3174,M,40,Neurology,12,16:53,Sunday,Stroke,1,6,3,9,0,7,2,2
744-89-1379,M,75,Trauma,11,02:11,Saturday,Accident,2,24,9,11,0,6,3,6
258-72-4657,M,56,Cardiology,11,23:01,Sunday,Heart Attack,1,18,3,8,0,7,1,1
598-31-8151,M,55,General,9,16:11,Thursday,Allergic Reaction,3,5,7,13,0,4,8,6
485-42-0792,M,8,Neurology,15,01:19,Wednesday,Stroke,1,6,7,13,0,3,2,2
738-42-0395,M,11,General Surgery,41,11:39,Saturday,Abdominal Pain,3,25,5,6,0,6,9,6
848-30-3365,M,3,General Medicine,40,15:18,Sunday,Fever,4,10,9,7,0,7,10,5
357-93-7216,M,1,General Surgery,13,12:24,Sunday,Abdominal Pain,3,7,6,5,0,7,9,6
226-35-0871,M,32,Burn Unit,16,16:09,Friday,Burn Injury,3,14,8,13,0,5,5,6
437-58-9705,M,25,General Surgery,24,00:45,Wednesday,Abdominal Pain,3,23,10,12,0,3,9,6
517-52-9662,M,59,General,33,20:53,Saturday,Allergic Reaction,3,24,4,9,0,6,8,6
640-15-7763,M,43,Orthopedics,13,18:20,Thursday,Fracture,3,8,5,9,0,4,4,4
853-59-1381,M,45,General Surgery,10,18:25,Thursday,Abdominal Pain,3,5,6,13,0,4,9,6
164-59-0295,M,30,Cardiology,9,17:18,Saturday,Chest Pain,2,6,9,7,0,6,7,1
400-43-5549,M,58,Neurology,11,15:02,Monday,Stroke,1,24,10,9,0,1,2,2
879-64-8222,M,28,Trauma,11,00:37,Saturday,Accident,2,12,8,14,0,6,3,6
615-91-1397,M,63,Burn Unit,30,17:07,Tuesday,Burn Injury,3,21,7,8,0,2,5,6
859-62-7867,M,76,General Medicine,91,01:31,Sunday,Fever,4,21,5,5,0,7,10,5
353-63-2964,M,6,Trauma,15,23:48,Sunday,Accident,2,6,3,9,0,7,3,6
374-88-8638,M,61,General,11,21:34,Sunday,Allergic Reaction,3,6,6,10,0,7,8,6
467-42-9708,M,24,Cardiology,8,09:18,Tuesday,Heart Attack,1,13,10,8,0,2,1,1
746-54-6477,M,12,General Medicine,32,17:00,Friday,Fever,4,9,8,11,0,5,10,5
311-91-8434,M,39,General Surgery,10,16:45,Sunday,Abdominal Pain,3,8,9,6,0,7,9,6
242-21-9349,M,28,Burn Unit,13,19:20,Wednesday,Burn Injury,3,11,9,13,0,3,5,6
603-74-1266,M,16,General,26,11:53,Tuesday,Allergic Reaction,3,25,7,13,0,2,8,6
133-18-3896,M,35,General Surgery,16,23:05,Saturday,Abdominal Pain,3,19,10,12,0,6,9,6
874-57-8352,M,38,Burn Unit,17,13:56,Thursday,Burn Injury,3,19,10,11,0,4,5,6
672-35-9516,M,6,General,21,10:19,Saturday,Allergic Reaction,3,25,9,13,0,6,8,6
122-16-6072,M,54,Pulmonology,5,08:26,Monday,Breathing Problem,2,8,8,14,0,1,6,6
330-89-7694,M,40,General,25,15:33,Thursday,Allergic Reaction,3,16,7,7,0,4,8,6
662-44-4990,M,42,Orthopedics,15,22:37,Monday,Fracture,3,9,5,6,0,1,4,4
254-25-5430,M,1,Orthopedics,8,05:02,Tuesday,Fracture,3,6,4,13,0,2,4,4
447-61-1044,M,49,General Surgery,9,14:54,Saturday,Abdominal Pain,3,6,3,15,0,6,9,6
661-23-4741,M,44,Burn Unit,19,06:38,Saturday,Burn Injury,3,10,4,7,0,6,5,6
773-58-7793,M,40,Pulmonology,9,01:09,Tuesday,Breathing Problem,2,5,8,8,0,2,6,6
848-67-2081,M,9,General,10,07:27,Monday,Allergic Reaction,3,6,6,9,0,1,8,6
373-06-3637,M,15,Trauma,3,10:44,Tuesday,Accident,2,10,8,10,0,2,3,6
457-19-5880,M,45,Neurology,12,06:31,Wednesday,Stroke,1,22,7,6,0,3,2,2
668-07-8528,M,34,Cardiology,7,01:16,Thursday,Heart Attack,1,9,10,10,0,4,1,1
435-93-8724,M,36,Cardiology,10,13:36,Thursday,Chest Pain,2,8,3,11,0,4,7,1
790-05-2176,M,74,General,18,07:37,Wednesday,Allergic Reaction,3,18,7,11,0,3,8,6
136-09-9416,M,29,Burn Unit,24,18:05,Thursday,Burn Injury,3,22,9,10,0,4,5,6
757-47-1680,M,54,Burn Unit,18,03:09,Friday,Burn Injury,3,17,10,13,0,5,5,6
223-81-5903,M,50,General Surgery,17,08:31,Thursday,Abdominal Pain,3,14,8,12,0,4,9,6
506-43-3890,M,9,Burn Unit,17,10:32,Thursday,Burn Injury,3,10,4,9,0,4,5,6
531-96-7985,M,13,Trauma,4,13:21,Monday,Accident,2,9,5,9,0,1,3,6
430-80-8880,M,37,Pulmonology,15,04:38,Sunday,Breathing Problem,2,14,8,9,0,7,6,6
752-35-9712,M,66,Trauma,10,19:29,Thursday,Accident,2,6,9,9,0,4,3,6
607-90-7919,M,1,General,16,18:40,Friday,Allergic Reaction,3,15,10,13,0,5,8,6
440-84-8198,M,38,Cardiology,12,20:48,Wednesday,Chest Pain,2,8,3,5,0,3,7,1
307-11-6508,M,25,Burn Unit,7,04:03,Thursday,Burn Injury,3,7,7,15,0,4,5,6
204-67-1880,M,63,General Surgery,11,08:17,Thursday,Abdominal Pain,3,9,10,6,0,4,9,6
158-96-8777,M,21,Trauma,10,02:29,Wednesday,Accident,2,21,8,9,0,3,3,6
269-27-0398,M,7,Orthopedics,12,20:24,Thursday,Fracture,3,12,10,9,0,4,4,4
744-14-7520,M,19,Trauma,3,13:50,Monday,Accident,2,22,6,8,0,1,3,6
369-27-1391,M,7,Orthopedics,24,16:15,Wednesday,Fracture,3,24,10,10,0,3,4,4
161-12-2015,M,28,Burn Unit,14,22:10,Monday,Burn Injury,3,13,6,11,0,1,5,6
428-04-4880,M,78,Cardiology,6,01:18,Thursday,Heart Attack,1,17,7,5,0,4,1,1
336-21-6476,M,8,Cardiology,8,18:25,Sunday,Chest Pain,2,23,9,8,0,7,7,1
686-80-7797,M,49,General Medicine,54,21:03,Thursday,Fever,4,13,6,6,0,4,10,5
871-94-3138,M,48,Cardiology,7,10:37,Wednesday,Heart Attack,1,9,10,14,0,3,1,1
754-35-8800,M,72,Cardiology,12,17:23,Friday,Heart Attack,1,6,9,7,0,5,1,1
249-35-1997,M,78,Neurology,5,21:33,Tuesday,Stroke,1,18,3,6,0,2,2,2
503-41-0754,M,15,General,19,17:45,Thursday,Allergic Reaction,3,15,4,11,0,4,8,6
825-41-8889,M,32,Cardiology,9,11:15,Sunday,Heart Attack,1,8,3,15,0,7,1,1
814-97-4775,M,53,General Medicine,35,22:03,Thursday,Fever,4,15,8,15,0,4,10,5
532-39-4090,M,54,Burn Unit,23,01:42,Monday,Burn Injury,3,9,3,6,0,1,5,6
583-55-9151,M,27,Trauma,10,07:08,Sunday,Accident,2,12,7,5,0,7,3,6
290-54-9915,M,30,Burn Unit,34,17:18,Tuesday,Burn Injury,3,24,3,12,0,2,5,6
695-94-7928,M,28,Orthopedics,20,09:32,Sunday,Fracture,3,13,8,6,0,7,4,4
427-87-9237,M,19,Trauma,14,00:45,Sunday,Accident,2,18,10,11,0,7,3,6
593-14-3392,M,66,General Medicine,19,13:20,Saturday,Fever,4,6,7,11,0,6,10,5
884-99-1419,M,77,General Surgery,16,00:57,Thursday,Abdominal Pain,3,12,6,11,0,4,9,6
115-63-3012,M,52,General Surgery,27,06:22,Sunday,Abdominal Pain,3,21,9,7,0,7,9,6
682-37-1367,M,24,Pulmonology,7,07:36,Saturday,Breathing Problem,2,10,7,8,0,6,6,6
727-99-6666,M,54,Cardiology,6,13:47,Wednesday,Heart Attack,1,13,3,12,0,3,1,1
867-51-1001,M,74,Cardiology,4,18:15,Thursday,Heart Attack,1,15,7,9,0,4,1,1
639-66-6888,M,75,Cardiology,9,03:48,Friday,Heart Attack,1,22,10,12,0,5,1,1
577-20-8465,M,35,Orthopedics,23,20:17,Friday,Fracture,3,22,9,12,0,5,4,4
446-34-2838,M,71,Cardiology,12,23:10,Monday,Heart Attack,1,9,4,9,0,1,1,1
823-91-0073,M,23,General Medicine,39,22:49,Saturday,Fever,4,8,5,6,0,6,10,5
535-53-1709,M,26,Orthopedics,38,23:21,Monday,Fracture,3,24,6,7,0,1,4,4
170-53-5117,M,2,Orthopedics,15,19:59,Sunday,Fracture,3,10,6,9,0,7,4,4
694-52-7798,M,27,Neurology,2,03:23,Saturday,Stroke,1,12,9,11,0,6,2,2
261-82-9019,M,40,General Medicine,50,02:31,Wednesday,Fever,4,16,3,12,0,3,10,5
782-54-1080,M,56,Pulmonology,13,08:56,Thursday,Breathing Problem,2,8,10,13,0,4,6,6
222-34-9656,M,16,General Surgery,19,21:36,Sunday,Abdominal Pain,3,16,7,14,0,7,9,6
194-99-7484,M,42,Cardiology,8,23:32,Wednesday,Heart Attack,1,10,6,12,0,3,1,1
334-77-7420,M,1,Burn Unit,19,23:31,Sunday,Burn Injury,3,14,10,5,0,7,5,6
498-09-0568,M,6,Neurology,13,15:37,Thursday,Stroke,1,10,6,11,0,4,2,2
410-44-5767,M,60,Pulmonology,13,13:59,Friday,Breathing Problem,2,19,9,9,0,5,6,6
157-82-8955,M,63,Cardiology,12,10:16,Wednesday,Heart Attack,1,12,4,15,0,3,1,1
227-87-1629,M,8,General,29,09:22,Saturday,Allergic Reaction,3,24,3,15,0,6,8,6
838-56-1331,M,32,Burn Unit,23,18:41,Tuesday,Burn Injury,3,24,9,10,0,2,5,6
511-67-6488,M,63,Cardiology,2,03:57,Wednesday,Heart Attack,1,13,5,14,0,3,1,1
281-25-4387,M,2,General Medicine,50,11:52,Sunday,Fever,4,13,3,11,0,7,10,5
799-90-2475,M,58,Orthopedics,42,01:10,Sunday,Fracture,3,25,4,8,0,7,4,4
478-05-6128,M,33,Pulmonology,5,07:43,Friday,Breathing Problem,2,23,6,12,0,5,6,6
569-39-0856,M,63,Trauma,7,19:58,Tuesday,Accident,2,9,10,15,0,2,3,6
546-84-1188,M,2,General Surgery,14,11:47,Tuesday,Abdominal Pain,3,13,9,15,0,2,9,6
771-07-1890,M,72,Burn Unit,25,16:34,Saturday,Burn Injury,3,23,8,11,0,6,5,6
171-69-2921,M,32,Trauma,10,04:32,Thursday,Accident,2,16,6,12,0,4,3,6
110-75-4741,M,45,Trauma,3,17:37,Monday,Accident,2,22,3,6,0,1,3,6
339-22-8496,M,22,Orthopedics,25,14:11,Thursday,Fracture,3,25,5,15,0,4,4,4
689-97-9515,M,13,General,21,20:05,Tuesday,Allergic Reaction,3,20,8,14,0,2,8,6
278-40-9371,M,8,Trauma,4,19:14,Thursday,Accident,2,20,3,12,0,4,3,6
217-57-5300,M,43,Cardiology,12,16:55,Friday,Heart Attack,1,6,6,15,0,5,1,1
791-52-9087,M,34,Orthopedics,24,03:29,Wednesday,Fracture,3,22,8,9,0,3,4,4
737-62-8031,M,4,General Surgery,9,15:53,Thursday,Abdominal Pain,3,6,10,8,0,4,9,6
615-73-2112,M,77,General Surgery,11,07:54,Sunday,Abdominal Pain,3,9,5,10,0,7,9,6
686-15-3149,M,57,Cardiology,7,21:46,Saturday,Chest Pain,2,22,5,10,0,6,7,1
543-72-2686,M,56,General Surgery,25,11:13,Monday,Abdominal Pain,3,19,5,9,0,1,9,6
164-09-6339,M,49,Cardiology,2,00:28,Wednesday,Heart Attack,1,17,9,5,0,3,1,1
632-27-3299,M,56,Orthopedics,9,06:23,Monday,Fracture,3,9,10,14,0,1,4,4
363-13-7370,M,23,General Surgery,18,14:19,Tuesday,Abdominal Pain,3,19,6,13,0,2,9,6
627-66-0665,M,56,General Medicine,73,21:32,Tuesday,Fever,4,25,3,14,0,2,10,5
549-63-6821,M,50,Trauma,12,04:12,Monday,Accident,2,9,4,11,0,1,3,6
527-01-5968,M,9,Cardiology,7,14:37,Thursday,Heart Attack,1,13,5,9,0,4,1,1
621-38-5039,M,28,General Surgery,25,13:33,Wednesday,Abdominal Pain,3,12,4,7,0,3,9,6
735-88-2026,M,45,Orthopedics,19,07:01,Thursday,Fracture,3,13,4,13,0,4,4,4
366-77-5942,M,75,General Medicine,51,10:15,Monday,Fever,4,13,3,10,0,1,10,5
352-85-0161,M,65,Trauma,14,03:48,Sunday,Accident,2,25,8,9,0,7,3,6
135-28-3714,M,15,Neurology,12,10:07,Tuesday,Stroke,1,18,5,15,0,2,2,2
227-46-4395,M,37,Orthopedics,23,23:45,Tuesday,Fracture,3,18,6,10,0,2,4,4
779-16-6027,M,10,Trauma,13,12:12,Sunday,Accident,2,13,6,5,0,7,3,6
716-81-0777,M,38,Cardiology,7,15:21,Thursday,Chest Pain,2,21,3,7,0,4,7,1
133-43-4724,M,62,Trauma,10,17:07,Monday,Accident,2,21,8,5,0,1,3,6
338-32-5533,M,48,General,36,05:56,Thursday,Allergic Reaction,3,16,4,5,0,4,8,6
771-56-2704,M,3,General Surgery,19,03:48,Sunday,Abdominal Pain,3,10,4,6,0,7,9,6
169-76-5874,M,7,Cardiology,8,02:02,Sunday,Heart Attack,1,21,6,15,0,7,1,1
152-47-3239,M,50,Orthopedics,13,02:02,Saturday,Fracture,3,14,10,10,0,6,4,4
745-53-1981,M,62,Neurology,10,19:27,Friday,Stroke,1,17,9,9,0,5,2,2
203-58-4811,M,29,Trauma,13,19:55,Friday,Accident,2,5,4,6,0,5,3,6
274-32-2971,M,74,Trauma,8,20:15,Monday,Accident,2,6,4,10,0,1,3,6
330-72-1327,M,34,Trauma,9,19:00,Monday,Accident,2,6,7,11,0,1,3,6
691-39-6392,M,2,Trauma,3,11:50,Thursday,Accident,2,11,9,10,0,4,3,6
489-19-3938,M,32,Burn Unit,55,01:03,Friday,Burn Injury,3,25,3,6,0,5,5,6
388-62-0454,M,14,Cardiology,10,17:55,Friday,Heart Attack,1,7,3,7,0,5,1,1
221-14-1687,M,30,Pulmonology,8,23:55,Saturday,Breathing Problem,2,22,9,9,0,6,6,6
357-52-0985,M,6,General Medicine,51,15:26,Thursday,Fever,4,17,5,14,0,4,10,5
444-75-2039,M,44,Trauma,5,10:29,Wednesday,Accident,2,18,4,13,0,3,3,6
703-87-8026,M,33,Cardiology,11,17:27,Saturday,Chest Pain,2,23,4,10,0,6,7,1
126-47-9260,M,64,Orthopedics,37,03:18,Thursday,Fracture,3,20,4,7,0,4,4,4
108-99-6116,M,44,General,11,18:27,Tuesday,Allergic Reaction,3,10,9,15,0,2,8,6
559-57-4367,M,57,Cardiology,2,00:05,Sunday,Heart Attack,1,20,3,15,0,7,1,1
361-78-8393,M,26,General Medicine,38,15:43,Tuesday,Fever,4,6,3,7,0,2,10,5
752-78-6839,M,19,Cardiology,14,04:48,Sunday,Heart Attack,1,9,5,6,0,7,1,1
278-96-4501,M,33,Trauma,5,21:15,Tuesday,Accident,2,23,6,10,0,2,3,6
322-58-0100,M,39,Neurology,8,17:46,Thursday,Stroke,1,10,5,6,0,4,2,2
840-12-2681,M,22,Trauma,5,07:26,Tuesday,Accident,2,10,3,11,0,2,3,6
210-67-0041,M,8,Cardiology,4,10:52,Monday,Heart Attack,1,6,6,9,0,1,1,1
538-18-1640,M,72,Cardiology,3,08:15,Saturday,Chest Pain,2,11,10,15,0,6,7,1
256-38-2449,M,23,General Surgery,8,09:34,Wednesday,Abdominal Pain,3,5,4,9,0,3,9,6
747-20-4937,M,65,Cardiology,14,06:58,Saturday,Chest Pain,2,7,8,14,0,6,7,1
395-80-7937,M,24,General Medicine,38,07:47,Wednesday,Fever,4,10,10,7,0,3,10,5
522-11-6573,M,48,Pulmonology,6,21:44,Sunday,Breathing Problem,2,10,6,11,0,7,6,6
691-30-0132,M,13,Trauma,3,05:04,Saturday,Accident,2,12,6,7,0,6,3,6
765-95-5555,M,15,Orthopedics,13,08:06,Friday,Fracture,3,14,8,13,0,5,4,4
159-84-9480,M,38,General Surgery,7,17:34,Monday,Abdominal Pain,3,6,3,14,0,1,9,6
774-50-3865,M,7,Burn Unit,20,07:56,Monday,Burn Injury,3,17,5,15,0,1,5,6
743-91-6945,M,71,General Medicine,38,23:46,Friday,Fever,4,17,7,15,0,5,10,5
445-83-2204,M,71,Pulmonology,11,15:48,Tuesday,Breathing Problem,2,8,4,7,0,2,6,6
225-49-2583,M,4,Neurology,15,01:32,Sunday,Stroke,1,24,9,14,0,7,2,2
437-30-1210,M,60,Burn Unit,18,02:07,Tuesday,Burn Injury,3,11,3,10,0,2,5,6
639-97-8705,M,56,Orthopedics,17,14:08,Monday,Fracture,3,16,10,15,0,1,4,4
523-16-7292,M,53,Trauma,11,16:17,Wednesday,Accident,2,21,6,13,0,3,3,6
407-40-5782,M,26,General,20,22:29,Thursday,Allergic Reaction,3,18,10,12,0,4,8,6
555-46-4291,M,5,Pulmonology,2,12:46,Saturday,Breathing Problem,2,16,3,13,0,6,6,6
682-86-8226,M,12,Cardiology,3,06:38,Wednesday,Heart Attack,1,6,4,12,0,3,1,1
227-34-5910,M,47,Pulmonology,12,20:44,Friday,Breathing Problem,2,9,8,5,0,5,6,6
663-14-4225,M,23,Burn Unit,17,13:21,Thursday,Burn Injury,3,8,3,7,0,4,5,6
535-66-6021,M,43,General Medicine,20,02:57,Tuesday,Fever,4,5,7,15,0,2,10,5
142-78-7156,M,15,Pulmonology,14,16:36,Tuesday,Breathing Problem,2,12,5,14,0,2,6,6
330-51-8943,M,58,Neurology,3,12:33,Tuesday,Stroke,1,20,5,8,0,2,2,2
472-69-7533,M,40,Cardiology,9,05:27,Wednesday,Heart Attack,1,16,10,11,0,3,1,1
293-33-5200,M,66,General,25,23:03,Saturday,Allergic Reaction,3,15,6,5,0,6,8,6
524-53-6024,M,8,General Medicine,23,03:50,Wednesday,Fever,4,11,10,15,0,3,10,5
497-90-2670,M,17,Burn Unit,39,04:02,Monday,Burn Injury,3,24,7,5,0,1,5,6
562-95-1851,M,74,Orthopedics,21,00:22,Thursday,Fracture,3,24,10,12,0,4,4,4
233-08-7548,M,20,Neurology,11,09:34,Saturday,Stroke,1,17,10,8,0,6,2,2
153-26-1570,M,62,General Medicine,39,04:40,Friday,Fever,4,8,4,9,0,5,10,5
124-28-5022,M,8,Neurology,7,12:35,Saturday,Stroke,1,10,8,11,0,6,2,2
232-89-7136,M,65,Cardiology,6,10:36,Wednesday,Heart Attack,1,19,9,7,0,3,1,1
364-07-8056,M,69,Orthopedics,31,21:03,Tuesday,Fracture,3,25,7,10,0,2,4,4
213-37-6807,M,79,Cardiology,11,06:19,Tuesday,Chest Pain,2,12,6,10,0,2,7,1
780-83-2349,M,32,Cardiology,4,14:09,Wednesday,Heart Attack,1,13,3,7,0,3,1,1
168-64-3036,M,78,Orthopedics,7,01:41,Friday,Fracture,3,5,5,12,0,5,4,4
152-63-8112,M,71,Pulmonology,14,13:41,Sunday,Breathing Problem,2,22,7,14,0,7,6,6
644-56-6799,M,43,Orthopedics,14,04:43,Tuesday,Fracture,3,14,7,14,0,2,4,4
353-41-7612,M,58,Burn Unit,18,00:47,Tuesday,Burn Injury,3,13,4,13,0,2,5,6
483-56-5234,M,7,Cardiology,5,20:07,Sunday,Chest Pain,2,11,4,9,0,7,7,1
858-85-6744,M,34,General Surgery,19,12:28,Sunday,Abdominal Pain,3,22,8,15,0,7,9,6
619-81-7587,M,9,Cardiology,15,00:12,Wednesday,Chest Pain,2,20,10,15,0,3,7,1
374-49-5410,M,49,Burn Unit,19,02:11,Tuesday,Burn Injury,3,12,9,6,0,2,5,6
413-18-5206,M,57,General Surgery,26,04:12,Wednesday,Abdominal Pain,3,20,9,7,0,3,9,6
318-18-6578,M,41,Pulmonology,14,17:53,Sunday,Breathing Problem,2,20,5,5,0,7,6,6
287-34-1507,M,19,Neurology,11,07:23,Monday,Stroke,1,17,5,10,0,1,2,2
835-45-5469,M,71,Trauma,14,04:51,Wednesday,Accident,2,15,7,12,0,3,3,6
318-50-0134,M,48,General,20,10:32,Saturday,Allergic Reaction,3,14,8,6,0,6,8,6
